data_column,label
social anxiety disorder also associated single unmarried divorced children particularly among men,1
older adults may impair­ ment caregiving duties volunteer activities,1
social anxiety disorder also impedes lei­ sure activities,1
despite extent distress social impairment associated social anxiety disorder half individuals disorder western societies ever seek treatment tend 1520 years experiencing symptoms,1
employed strong predictor ihe persistence social aimety disorder,1
differential diagnosis normative shyness,1
shyness ie social reticence common personality trait pathological,1
societies shyness even evaluated positively,1
how­ ever significant adverse impact social occupational impor­ tant areas functioning diagnosis social anxiety disorder considered full diagnostic criteria social anxiety disorder met disorder di­ agnosed,1
minority 12 selfidentified shy individuals united states symptoms meet diagnostic criteria social anxiety disorder,1
agoraphobia,1
individuals agoraphobia may fear avoid social situations eg go­ ing movie escape might difficult help might available event incapacitation paniclike symptoms whereas individuals social anxiety disorder fearful scrutiny others,1
moreover individuals social anxiety disorder likely calm left entirely alone often case agoraphobia,1
panic disorder,1
individuals social anxiety disorder may panic attacks concern fear negative evaluation whereas panic disorder concern panic attacks,1
generalized anxiety disorder,1
social worries common generalized anxiety disorder focus nature ongoing relationships rather fear negative evaluation,1
individuals generalized anxiety disorder particularly children may ex­ cessive worries quality social performance worries also pertain nonsocial performance individual evaluated others,1
social anx­ iety disorder worries focus social performance others evaluation,1
separation anxiety disorder,1
individuals separation anxiety disorder may avoid social settings including school refusal concerns separated attachment figures children requiring presence parent developmentally appropriate,1
individuals separation anxiety disorder usually comfortable social settings attachment figure present home whereas social anxiety disorder may uncomfortable social sit­ uations occur home presence attachment figures,1
specific phobias,1
individuals specific phobias may fear embarrassment humil­ iation eg embarrassment fainting blood drawn generally fear negative evaluation social situations,1
selective mutism,1
individuals selective mutism may fail speak fear negative evaluation fear negative evaluation social situations speaking required eg nonverbal play,1
major depressive disorder,1
individuals major depressive disorder may con­ cerned negatively evaluated others feel bad worthy liked,1
contrast individuals social anxiety disorder worried negatively evaluated certain social behaviors physical symptoms,1
body dysmorphic disorder,1
individuals body dysmorphic disorder preoccu­ pied one perceived defects flaws physical appearance observable appear slight others preoccupation often causes social anxiety avoidance,1
social fears avoidance caused beliefs appearance separate diagnosis social anxiety disorder warranted,1
delusional disorder,1
individuals delusional disorder may nonbizarre delu­ sions andor hallucinations related delusional theme focus rejected offending others,1
although extent insight beliefs social situations may vary many individuals social anxiety disorder good insight beliefs proportion actual threat posed social situation,1
autism spectrum disorder,1
social anxiety social communication deficits hall­ marks autism spectrum disorder,1
individuals social anxiety disorder typically adequate ageappropriate social relationships social communication capacity although may appear impairment areas first interacting unfamiliar peers adults,1
personality disorders,1
given frequent onset childhood persistence adulthood social anxiety disorder may resemble personality disorder,1
apparent overlap avoidant personality disorder,1
individuals avoidant person­ ality disorder broader avoidance pattern social anxiety disorder,1
nonetheless social anxiety disorder typically comorbid avoidant personality disorder personality disorders avoidant personality disorder comorbid social anxiety disorder anxiety disorders,1
mental disorders,1
social fears discomfort occur part schizophrenia evidence psychotic symptoms usually present,1
individuals eat­ ing disorder important determine fear negative evaluation eating disorder symptoms behaviors eg purging vomiting sole source so­ cial anxiety applying diagnosis social anxiety disorder,1
similarly obsessive compulsive disorder may associated social anxiety additional diagnosis social anxiety disorder used social fears avoidance independent foci obsessions compulsions,1
medical conditions,1
medical conditions may produce symptoms may em­ barrassing eg,1
trembling parkinsons disease,1
fear negative evaluation due medical conditions excessive diagnosis social anxiety disorder considered,1
oppositional defiant disorder,1
refusal speak due opposition authority figures differentiated failure speak due fear negative evaluation,1
comorbidity social anxiety disorder often comorbid anxiety disorders major depressive disorder substance use disorders onset social anxiety disorder generally precedes disorders except specific phobia separation anxiety dis­ order,1
chronic social isolation course social anxiety disorder may result major depressive disorder,1
comorbidity depression high also older adults,1
substances may used selfmedication social fears symptoms substance intoxica­ tion withdrawal trembling may also source social fear,1
social anxiety disorder frequently comorbid bipolar disorder body dysmorphic disor­ der example individual body dysmorphic disorder concerning preoccupa­ tion slight irregularity nose well social anxiety disorder severe fear sounding unintelligent,1
generalized form social anxiety disor­ der social anxiety disorder performance often comorbid avoidant personality disorder,1
children comorbidities highfunctioning autism selec­ tive mutism common,1
panic disorder diagnostic criteria 30001 f410 recurrent unexpected panic attacks,1
panic attack abrupt surge intense fear intense discomfort reaches peak within minutes time four following symptoms occur note abrupt surge occur calm state anxious state,1
1,1
palpitations pounding heart accelerated heart rate,1
2,1
sweating,1
3,1
trembling shaking,1
4,1
sensations shortness breath smothering,1
5,1
feelings choking,1
6,1
chest pain discomfort,1
7,1
nausea abdominal distress,1
8,1
feeling dizzy unsteady lightheaded faint,1
9,1
chills heat sensations,1
10,1
paresthesias numbness tingling sensations,1
11,1
derealization feelings unreality depersonalization detached one­ self,1
12,1
fear losing control “going crazy” 13,1
fear dying,1
note culturespecific symptoms eg tinnitus neck soreness headache uncontrol­ lable screaming crying may seen,1
symptoms count one four required symptoms,1
b,1
least one attacks followed 1 month one following 1,1
persistent concern worry additional panic attacks consequences eg losing control heart attack “going crazy”,1
2,1
significant maladaptive change behavior related attacks eg behaviors designed avoid panic attacks avoidance exercise unfamiliar situations,1
c disturbance attributable physiological effects substance eg drug abuse medication another medical condition eg hyperthyroidism car­ diopulmonary disorders,1
disturbance better explained another mental disorder eg panic at­ tacks occur response feared social situations social anxiety dis­ order response circumscribed phobic objects situations specific phobia response obsessions obsessivecompulsive disorder response re­ minders traumatic events posttraumatic stress disorder response sep­ aration attachment figures separation anxiety disorder,1
diagnostic features panic disorder refers recurrent unexpected panic attacks criterion,1
panic attack abrupt surge intense fear intense discomfort reaches peak within minutes time four list 13 physical cognitive symptoms occur,1
term recurrent literally means one unexpected panic attack,1
term unex­ pected refers panic attack obvious cue trigger time oc­ currence—that attack appears occur blue individual relaxing emerging sleep nocturnal panic attack,1
contrast expected panic attacks attacks obvious cue trigger situation panic attacks typically occur,1
determination whether panic attacks ex­ pected unexpected made clinician makes judgment based com­ bination careful questioning sequence events preceding leading attack individuals judgment whether attack seemed occur apparent reason,1
cultural interpretations may influence assignment panic at­ tacks expected unexpected see section culturerelated diagnostic issues disorder,1
united states europe approximately onehalf individuals panic disorder expected panic attacks well unexpected panic attacks,1
thus presence expected panic attacks rule diagnosis panic disorder,1
details regarding expected versus unexpected panic attacks see text accompa­ nying panic attacks pp,1
214217,1
frequency severity panic attacks vary widely,1
terms frequency may moderately frequent attacks eg one per week months time short bursts frequent attacks eg daily separated weeks months without at­ tacks less frequent attacks eg two per month many years,1
persons infrequent panic attacks resemble persons frequent panic attacks terms panic attack symptoms demographic characteristics comorbidity disorders family history biological data,1
terms severity individuals panic disorder may fullsymptom four symptoms limitedsymptom fewer four symptoms attacks number type panic attack symptoms frequently differ one panic attack next,1
however one unexpected fullsymp­ tom panic attack required diagnosis panic disorder,1
worries panic attacks consequences usually pertain physical con­ cerns worry panic attacks reflect presence lifethreatening illnesses eg cardiac disease seizure disorder social concerns embarrassment fear judged negatively others visible panic symptoms concerns mental functioning going crazy losing control criterion b,1
maladaptive changes behavior represent attempts minimize avoid panic attacks conse­ quences,1
examples include avoiding physical exertion reorganizing daily life ensure help available event panic attack restricting usual daily activities avoiding agoraphobiatype situations leaving home using public transportation shopping,1
agoraphobia present separate diagnosis agoraphobia given,1
associated features supporting diagnosis one type unexpected panic attack nocturnal panic attack ie waking sleep state panic differs panicking fully waking sleep,1
united states type panic attack estimated occur least one time roughly onequarter onethird individuals panic disorder majority also daytime panic attacks,1
addition worry panic attacks conse­ quences many individuals panic disorder report constant intermittent feelings anxiety broadly related health mental health concerns,1
example individuals panic disorder often anticipate catastrophic outcome mild phys­ ical symptom medication side effect eg thinking may heart disease headache means presence brain tumor,1
individuals often relatively in­ tolerant medication side effects,1
addition may pervasive concerns abilities complete daily tasks withstand daily stressors excessive use drugs eg alcohol prescribed medications illicit drugs control panic attacks extreme behav­ iors aimed controlling panic attacks eg severe restrictions food intake avoidance specific foods medications concerns physical symptoms pro­ voke panic attacks,1
prevalence general population 12month prevalence estimate panic disorder across united states several european countries 23 adults adolescents,1
united states significantly lower rates panic disorder reported among latinos african americans caribbean blacks asian americans compared nonlatino whites american indians contrast significantly higher rates,1
lower estimates reported asian african latin american countries ranging 01 08,1
females frequently affected males rate approximately 21,1
gender differentiation occurs adolescence already observable age 14 years,1
although panic attacks occur children overall prevalence panic disorder low age 14 years 04,1
rates panic disorder show gradual increase ad­ olescence particularly females possibly following onset puberty peak dur­ ing adulthood,1
prevalence rates decline older individuals ie 07 adults age 64 possibly reflecting diminishing severity subclinical levels,1
development course median age onset panic disorder united states 2024 years,1
small number cases begin childhood onset age 45 years unusual occur,1
usual course disorder untreated chronic waxing waning,1
in­ dividuals may episodic outbreaks years remission others may continuous severe symptomatology,1
minority individuals full remission without subsequent relapse within years,1
course panic disorder typically complicated range disorders particular anxiety disor­ ders depressive disorders substance use disorders see section comorbidity disorder,1
although panic disorder rare childhood first occurrence fearful spells often dated retrospectively back childhood,1
adults panic disorder adolescents tends chronic course frequently comorbid anxiety depressive bipolar disorders,1
date differences clinical presentation adoles­ cents adults found,1
however adolescents may less worried addi­ tional panic attacks young adults,1
lower prevalence panic disorder older adults appears attributable agerelated dampening autonomic nervous system response,1
many older individuals panicky feelings observed hybrid limitedsymptom panic attacks generalized anxiety,1
also older adults tend attribute panic attacks certain stressful situations medical pro­ cedure social setting,1
older individuals may retrospectively endorse explanations panic attackwhich would preclude diagnosis panic disorder even attack might actually unexpected moment thus qualify basis panic disorder diagnosis,1
may result underendorsement unexpected panic at­ tacks older individuals,1
thus careful questioning older adults required assess whether panic attacks expected entering situation unexpected panic attacks diagnosis panic disorder overlooked,1
low rate panic disorder children could relate difficulties symptom reporting seems unlikely given children capable reporting intense fear panic relation separation phobic objects phobic situations,1
adolescents might less willing adults openly discuss panic attacks,1
therefore clinicians aware unexpected panic attacks occur adolescents much adults attuned possibility encountering adolescents presenting episodes intense fear distress,1
risk prognostic factors temperamental,1
negative affectivity neuroticism ie proneness experiencing neg­ ative emotions anxiety sensitivity ie disposition believe symptoms anxiety harmful risk factors onset panic attacks separately worry panic although risk status diagnosis panic disorder un­ known,1
history fearful spells ie limitedsymptom attacks meet full cri­ teria panic attack may risk factor later panic attacks panic disorder,1
although separation anxiety childhood especially severe may precede later development panic disorder consistent risk factor,1
environmental,1
reports childhood experiences sexual physical abuse common panic disorder certain anxiety disorders,1
smoking risk factor panic attacks panic disorder,1
individuals report identifiable stressors months first panic attack eg interpersonal stressors stressors related physical wellbeing negative experiences illicit prescription drugs dis­ ease death family,1
genetic physiological,1
believed multiple genes confer vulnerability panic disorder,1
however exact genes gene products functions related genetic re­ gions implicated remain unknown,1
current neural systems models panic disorder em­ phasize amygdala related structures much anxiety disorders,1
increased risk panic disorder among offspring parents anxiety depressive bipolar disorders,1
respiratory disturbance asthma associated panic disorder terms past history comorbidity family history,1
culturerelated diagnostic issues rate fears mental somatic symptoms anxiety appears vary across cultures may influence rate panic attacks panic disorder,1
also cultural ex­ pectations may influence classification panic attacks expected unexpected,1
example vietnamese individual panic attack walking windy environment trilng gio hit wind may attribute panic attack exposure wind result cultural syndrome links two experiences resulting clas­ sification panic attack expected,1
various cultural syndromes associated panic disorder including ataque de nervios attack nerves among latin ameri­ cans khyal attacks soul loss among cambodians,1
ataque de nervios may involve trembling uncontrollable screaming crying aggressive suicidal behavior deper­ sonalization derealization may experienced longer minutes typical panic attacks,1
clinical presentations ataque de nervios fulfill criteria condi­ tions panic attack eg specified dissociative disorder,1
syndromes impact symptoms frequency panic disorder including individuals attribu­ tion unexpectedness cultural syndromes may create fear certain situations rang­ ing interpersonal arguments associated ataque de nervios types exertion associated khyâl attacks atmospheric wind associated trùng gio attacks,1
clarification details cultural attributions may aid distinguishing expected unexpected panic attacks,1
information regarding cultural syndromes refer glossary cultural concepts distress appendix,1
specific worries panic attacks consequences likely vary one culture another across different age groups gender,1
panic disorder us community samples nonlatino whites significantly less functional impair­ ment african americans,1
also higher rates objectively defined severity nonlatino caribbean blacks panic disorder lower rates panic disorder over­ african american afrocaribbean groups suggesting among individ­ uals african descent criteria panic disorder may met substantial severity impairment,1
genderrelated diagnostic issues clinical features panic disorder appear differ males females,1
evidence sexual dimorphism association panic disor­ der catecholomethyltransferase comt gene females,1
diagnostic iviarkers agents disparate mechanisms action sodium lactate caffeine isoprotere­ nol yohimbine carbon dioxide cholecystokinin provoke panic attacks individuals panic disorder much greater extent healthy control subjects cases individuals anxiety depressive bipolar disorders without panic attacks,1
also proportion individuals panic disorder panic attacks related hypersensitive medullary carbon dioxide detectors resulting hypocapnia respiratory irregularities,1
however none laboratory findings consid­ ered diagnostic panic disorder,1
suicide risk panic attacks diagnosis panic disorder past 12 months related higher rate suicide attempts suicidal ideation past 12 months even comorbid­ ity history childhood abuse suicide risk factors taken account,1
functional consequences panic disorder panic disorder associated high levels social occupational physical disabil­ ity considerable economic costs highest number medical visits among anx­ iety disorders although effects strongest presence agoraphobia,1
individuals panic disorder may frequently absent work school doctor emergency room visits lead unemployment dropping school,1
older adults impairment may seen caregiving duties volunteer activities,1
full symptom panic attacks typically associated greater morbidity eg greater health care utilization disability poorer quality life limitedsymptom attacks,1
differential diagnosis specified anxiety disorder unspecified anxiety disorder,1
panic disorder diagnosed fullsymptom unexpected panic attacks never experienced,1
case limitedsymptom unexpected panic attacks specified anxiety dis­ order unspecified anxiety disorder diagnosis considered,1
anxiety disorder due another medical condition,1
panic disorder diagnosed panic attacks judged direct physiological consequence another medical condition,1
examples medical conditions cause panic attacks include hyperthy­ roidism hyperparathyroidism pheochromocytoma vestibular dysfunctions seizure dis­ orders cardiopulmonary conditions eg arrhythmias supraventricular tachycardia asthma chronic obstructive pulmonary disease copd,1
appropriate laboratory tests eg serum calcium levels hyperparathyroidism holter monitor arrhythmias physical examinations eg cardiac conditions may helpful determining eti­ ological role another medical condition,1
substancemedicationinduced anxiety disorder,1
panic disorder diagnosed panic attacks judged direct physiological consequence substance,1
in­ toxication central nervous system stimulants eg cocaine amphetamines caffeine cannabis withdrawal central nervous system depressants eg alcohol bar­ biturates precipitate panic attack,1
however panic attacks continue occur out­ side context substance use eg long effects intoxication withdrawal ended diagnosis panic disorder considered,1
addition panic disorder may precede substance use individuals may associated increased substance use especially purposes selfmedication detailed history taken determine individual panic attacks prior excessive sub­ stance use,1
case diagnosis panic disorder considered addition diagnosis substance use disorder,1
features onset age 45 years presence atypical symptoms panic attack eg vertigo loss consciousness loss bladder bowel control slurred speech armiesia suggest possibility an­ medical condition substance may causing panic attack symptoms,1
mental disorders panic attacks associated feature eg anxiety disorders psychotic disorders,1
panic attacks occur symptom anx­ iety disorders expected eg triggered social situations social anxiety disorder phobic objects situations specific phobia agoraphobia worry generalized anx­ iety disorder separation home attachment figures separation anxiety disorder thus would meet criteria panic disorder,1
note sometimes unexpected panic attack associated onset another anxiety disorder attacks become expected whereas panic disorder characterized recurrent unexpected panic attacks,1
panic attacks occur response specific triggers relevant anxiety disorder assigned,1
however individual experiences unexpected panic attacks well shows persistent concern worry behavioral change attacks additional diagnosis panic disorder considered,1
comorbidity panic disorder infrequently occurs clinical settings absence psychopa­ thology,1
prevalence panic disorder elevated individuals disorders particularly anxiety disorders especially agoraphobia major depression bipo­ lar disorder possibly mild alcohol use disorder,1
panic disorder often ear­ lier age onset comorbid disorders onset sometimes occurs comorbid disorder may seen severity marker comorbid illness,1
reported lifetime rates comorbidity major depressive disorder panic disorder vary widely ranging 10 65 individuals panic disorder,1
ap­ proximately onethird individuals disorders depression precedes on­ set panic disorder,1
remaining twothirds depression occurs coincident following onset panic disorder,1
subset individuals panic disorder develop substancerelated disorder represents attempt treat anxiety alcohol medications,1
comorbidity anxiety disorders illness anxiety disorder also common,1
panic disorder significantly comorbid numerous general medical symptoms conditions including limited dizziness cardiac arrhythmias hyperthy­ roidism asthma copd irritable bowel syndrome,1
however nature asso­ ciation eg cause effect panic disorder conditions remains unclear,1
although mitral valve prolapse thyroid disease common among in­ dividuals panic disorder general population differences prevalence consistent,1
panic attack specifier note symptoms presented purpose identifying panic attacl however panic attack mental disorder cannot coded,1
panic attacls occur context anxiety disorder well mental disorders eg depressive disor­ ders posttraumatic stress disorder substance use disorders medical condi­ tions eg cardiac respiratory vestibular gastrointestinal,1
presence panic attack identified noted specifier eg “posttraumatic stress disorder panic attacks”,1
panic disorder presence panic attack contained within criteria disorder panic attack used specifier,1
abrupt surge intense fear intense discomfort reaches peak within minutes time four following symptoms occur note abrupt surge occur calm state anxious state,1
1,1
palpitations pounding heart accelerated heart rate,1
2,1
sweating,1
3,1
trembling shaking,1
4,1
sensations shortness breath smothering,1
5,1
feelings choking,1
6,1
chest pain discomfort,1
7,1
nausea abdominal distress,1
8,1
feeling dizzy unsteady lightheaded faint,1
9,1
chilis heat sensations,1
10,1
paresthesias numbness tingling sensations,1
11,1
derealization feelings unreality depersonalization detached oneself,1
12,1
fear losing control “going crazy” 13,1
fear dying,1
note culturespecific symptoms eg tinnitus neck soreness headache uncontrollable screaming crying may seen,1
symptoms count one four required symptoms,1
features essential feature panic attack abrupt surge intense fear intense discomfort reaches peak within minutes time four 13 physical cog­ nitive symptoms occur,1
eleven 13 symptoms physical eg palpitations sweat­ ing two cognitive ie fear losing control going crazy fear dying,1
tear going crazy colloquialism often used individuals panic attacks in­ tended pejorative diagnostic term,1
term within minutes means time peak intensity literally minutes,1
panic attack arise either calm state anxious state time peak intensity assessed independently preceding anxiety,1
start panic attack point abrupt increase discomfort rather point armety first developed,1
likewise panic attack return either anxious state calm state possibly peak,1
panic attack dis­ tinguished ongoing anxiety time peak intensity occurs within minutes discrete nature typically greater severity,1
attacks meet criteria fewer four physical andor cognitive symptoms referred limitedsymptom attacks,1
two characteristic types panic attacks expected unexpected,1
expected panic attacks attacks obvious cue trigger situations panic attacks typically occurred,1
unexpected panic attacks obvious cue trigger time occurrence eg relaxing sleep nocturnal panic attack,1
determination whether panic attacks expected unexpected made clinician makes judgment based combination careful questioning sequence events preceding leading attack individuals judgment whether attack seemed occur ap­ parent reason,1
cultural interpretations may influence determination expected unexpected,1
culturespecific symptoms eg tinnitus neck soreness headache uncon­ trollable screaming crying may seen however symptoms count one four required symptoms,1
panic attacks occur context mental disorder eg anxiety disorders depressive disorders bipolar disorders eating disorders obsessivecompulsive related disorders personality disorders psychotic disorders substance use disorders medical conditions eg cardiac respiratory vestibu­ lar gastrointestinal majority never meeting criteria panic disorder,1
recur­ rent unexpected panic attacks required diagnosis panic disorder,1
associated features one type unexpected panic attack nocturnal panic attack ie waking sleep state panic differs panicking fully waking sleep,1
panic attacks related higher rate suicide attempts suicidal ideation even comorbid­ ity suicide risk factors taken account,1
prevalence general population 12month prevalence estimates panic attacks united states 112 adults,1
twelvemonth prevalence estimates appear differ sig­ nificantly among african americans asian americans latinos,1
lower 12month prevalence estimates european countries appear range 27 33,1
females frequently affected males although gender difference pro­ nounced panic disorder,1
panic attacks occur children relatively rare age puberty prevalence rates increase,1
prevalence rates decline older individuals possibly reflecting diminishing severity subclinical levels,1
development course mean age onset panic attacks united states approximately 2223 years among adults,1
however course panic attacks likely influenced course cooccurring mental disorders stressful life events,1
panic attacks uncommon unexpected panic attacks rare preadolescent children,1
adolescents might less willing adults openly discuss panic attacks even though present ep­ isodes intense fear discomfort,1
lower prevalence panic attacks older individuals may related weaker autonomic response emotional states relative younger in­ dividuals,1
older individuals may less inclined use word fear inclined use word discomfort describe panic attacks,1
older individuals panicky feelings may hybrid limitedsymptom attacks generalized anxiety,1
addition older individuals tend attribute panic attacks certain situations stressful eg medical procedures social settings may retrospectively endorse expla­ nations panic attack even unexpected moment,1
may result un­ derendorsement unexpected panic attacks older individuals,1
risk prognostic factors temperamental,1
negative affectivity neuroticism ie proneness experiencing neg­ ative emotions anxiety sensitivity ie disposition believe symptoms anxiety harmful risk factors onset panic attacks,1
history fearful spells ie limitedsymptom attacks meet full criteria panic attack may risk factor later panic attacks,1
environmental,1
smoking risk factor panic attacks,1
individuals report iden­ tifiable stressors months first panic attack eg interpersonal stressors stressors related physical wellbeing negative experiences illicit prescription drugs disease death family,1
culturerelated diagnostic issues cultural interpretations may influence determination panic attacks expected unexpected,1
culturespecific symptoms eg tinnitus neck soreness headache un­ controllable screaming crying may seen however symptoms count one four required symptoms,1
frequency 13 symptoms varies cross culturally eg higher rates paresthesias african americans dizziness sev­ eral asian groups,1
cultural syndromes also influence crosscultural presentation panic attacks resulting different symptom profiles across different cultural groups,1
ex­ amples include khyal wind attacks cambodian cultural syndrome involving dizziness tinnitus neck soreness trùnggiô windrelated attacks vietnamese cultural syndrome associated headaches,1
ataque de nervios attack nerves cultural syn­ drome among latin americans may involve trembling uncontrollable screaming crying aggressive suicidal behavior depersonalization derealization may experienced longer minutes,1
clinical presentations ataque de nervios fulfill criteria conditions panic attack eg specified dissociative disorder,1
also cultural expectations may influence classification panic attacks expected unexpected cultural syndromes may create fear certain situa­ tions ranging interpersonal arguments associated ataque de nervios types exertion associated khyâl attacks atmospheric wind associated trùnggiô at­ tacks,1
clarification details cultural attributions may aid distinguishing ex­ pected unexpected panic attacks,1
information cultural syndromes see glossary cultural concepts distress appendix manual,1
genderrelated diagnostic issues panic attacks common females males clinical features symp­ toms panic attacks differ males females,1
diagnostic markers physiological recordings naturally occurring panic attacks individuals panic disorder indicate abrupt surges arousal usually heart rate reach peak within minutes subside within minutes proportion individuals panic attack may preceded cardiorespiratory instabilities,1
functional consequences panic attaclcs context ofcooccurring mental disorders including anxiety disorders depressive disorders bipolar disorder substance use disorders psychotic disorders personality disorders panic attacks associated increased symptom severity higher rates comorbidity suicidality poorer treatment response,1
also fullsymptom panic at­ tacks typically associated greater morbidity eg greater health care utilization disability poorer quality life limitedsymptom attacks,1
differential diagnosis paroxysmal episodes eg “anger attacks”,1
panic attacks diag­ nosed episodes involve essential feature abrupt surge intense fear intense discomfort rather emotional states eg anger grief,1
anxiety disorder due another medical condition,1
medical conditions cause misdiagnosed panic attacks include hyperthyroidism hyperparathyroidism pheo chromocytoma vestibular dysfunctions seizure disorders cardiopulmonary con­ ditions eg arrhythmias supraventricular tachycardia asthma chronic obstructive pulmonary disease,1
appropriate laboratory tests eg serum calcium levels hyperpara­ thyroidism holter monitor arrhythmias physical examinations eg cardiac con­ ditions may helpful determining etiological role another medical condition,1
substancemedicationinduced anxiety disorder,1
intoxication central nervous system stimulants eg cocaine amphetamines caffeine cannabis withdrawal central nervous system depressants eg alcohol barbiturates precipitate panic attack,1
detailed history taken determine individual panic attacks prior excessive substance use,1
features onset age 45 years presence atypical symptoms panic attack eg vertigo loss consciousness loss bladder bowel control slurred speech amnesia suggest possibility medical condition substance may causing panic attack symptoms,1
panic disorder,1
repeated unexpected panic attacks required sufficient diagnosis panic disorder ie full diagnostic criteria panic disorder must met,1
comorbidity panic attacks associated increased likelihood various comorbid mental dis­ orders including anxiety disorders depressive disorders bipolar disorders impulse­ control disorders substance use disorders,1
panic attacks associated increased likelihood later developing anxiety disorders depressive disorders bipolar disorders possibly disorders,1
agoraphobia diagnostic criteria 30022 f4000,1
marked fear anxiety two following five situations 1,1
using public transportation eg automobiles buses trains ships planes,1
2,1
open spaces eg parking lots marketplaces bridges,1
3,1
enclosed places eg shops theaters cinemas,1
4,1
standing line crowd,1
5,1
outside home alone,1
b,1
individual fears avoids situations thoughts escape might difficult help might available event developing paniclike symp­ toms incapacitating embarrassing symptoms eg fear falling el­ derly fear incontinence,1
c agoraphobic situations almost always provoke fear anxiety,1
agoraphobic situations actively avoided require presence companion endured intense fear anxiety,1
e fear anxiety proportion actual danger posed agoraphobic situations sociocultural context,1
f fear anxiety avoidance persistent typically lasting 6 months,1
g fear anxiety avoidance causes clinically significant distress impairment social occupational important areas functioning,1
h another medical condition eg inflammatory bowel disease parkinson’s disease present fear anxiety avoidance clearly excessive,1
,1
fear anxiety avoidance better explained symptoms another men­ tal disorder—for example symptoms confined specific phobia situational type involve social situations social anxiety disorder re­ lated exclusively obsessions obsessivecompulsive disorder perceived defects flaws physical appearance body dysmoφhic disorder reminders traumatic events posttraumatic stress disorder fear separation separation anx­ iety disorder,1
note agoraphobia diagnosed irrespective presence panic disorder,1
indi­ vidual’s presentation meets criteria panic disorder agoraphobia diagnoses assigned,1
diagnostic features essential feature agoraphobia marked intense fear anxiety triggered real anticipated exposure wide range situations criterion,1
diagnosis re­ quires endorsement symptoms occurring least two following five situations 1 using public transporation automobiles buses trains ships planes 2 open spaces parking lots marketplaces bridges 3 enclosed spaces shops theaters cinemas 4 standing line crowd 5 out­ side home alone,1
examples situation exhaustive situations may feared,1
experiencing fear anxiety cued situations individuals typically experience thoughts something terrible might happen criterion b,1
individ­ uals frequently believe escape situations might difficult eg cant get help might unavailable eg nobody help paniclike symptoms incapacitating embarrassing symptoms occur,1
paniclike symptoms refer 13 symptoms included criteria panic attack dizziness faintness fear dying,1
incapacitating embarrassing symptoms include symptoms vomiting inflammatory bowel symptoms well older adults fear falling children sense disorientation getting lost,1
amount fear experienced may vary proximity feared situation may occur anticipation actual presence agoraphobic situation,1
also fear anxiety may take form full limitedsymptom panic attack ie ex­ pected panic attack,1
fear anxiety evoked nearly every time individual comes contact feared situation criterion c,1
thus individual becomes anxious occasionally agoraphobic situation eg becomes anxious standing line one every five occasions would diagnosed agoraphobia,1
in­ dividual actively avoids situation either unable decides avoid situation evokes intense fear anxiety criterion,1
active avoidance means in­ dividual currently behaving ways intentionally designed prevent min­ imize contact agoraphobic situations,1
avoidance behavioral eg changing daily routines choosing job nearby avoid using public transportation arranging food delivery avoid entering shops supermarkets well cognitive eg using distraction get agoraphobic situations nature,1
avoidance become severe person completely homebound,1
often individual better able con­ front feared situation accompanied companion partner friend health professional,1
fear anxiety avoidance must proportion actual danger posed agoraphobic situations sociocultural context criterion e,1
differentiating clinically significant agoraphobic fears reasonable fears eg leaving house dur­ ing bad storm situations deemed dangerous eg walking parking lot using public transportation highcrime area important number reasons,1
first constitutes avoidance may difficult judge across cultures sociocultural contexts eg socioculturally appropriate orthodox muslim women certain parts world avoid leaving house alone thus avoidance would con­ sidered indicative agoraphobia,1
second older adults likely overattribute fears agerelated constraints less likely judge fears pro­ portion actual risk,1
third individuals agoraphobia likely overestimate danger relation paniclike bodily symptoms,1
agoraphobia diag­ nosed fear anxiety avoidance persists criterion f causes clinically significant distress impairment social occupational important areas func­ tioning criterion g,1
duration typically lasting 6 months meant exclude individuals shortlived transient problems,1
however duration criterion used general guide allowance degree flexibility,1
associated features supporting diagnosis severe forms agoraphobia cause individuals become completely home bound unable leave home dependent others services assistance pro­ vide even basic needs,1
demoralization depressive symptoms well abuse alcohol sedative medication inappropriate selfmedication strategies common,1
prevaience every year approximately 17 adolescents adults diagnosis agoraphobia,1
females twice likely males experience agoraphobia,1
agoraphobia may occur childhood incidence peaks late adolescence early adulthood,1
twelvemonth prevalence individuals older 65 years 04,1
prevalence rates appear vary systematically across culturalracial groups,1
deveiopment course percentage individuals agoraphobia reporting panic attacks panic disorder preceding onset agoraphobia ranges 30 community samples 50 clinic samples,1
majority individuals panic disorder show signs anx­ iety agoraphobia onset panic disorder,1
twothirds cases agoraphobia initial onset age 35 years,1
substantial incidence risk late adolescence early adulthood indications second high incidence risk phase age 40 years,1
first onset childhood rare,1
overall mean age onset agoraphobia 17 years although age onset without preceding panic attacks panic disorder 2529 years,1
course agoraphobia typically persistent chronic,1
complete remission rare 10 unless agoraphobia treated,1
severe agoraphobia rates full remission decrease whereas rates relapse chronicity increase,1
range dis­ orders particular anxiety disorders depressive disorders substance use disor­ ders personality disorders may complicate course agoraphobia,1
longterm course outcome agoraphobia associated substantially elevated risk sec­ ondary major depressive disorder persistent depressive disorder dysthymia sub­ stance use disorders,1
clinical features agoraphobia relatively consistent across lifespan although type agoraphobic situations triggering fear anxiety avoidance well type cognitions may vary,1
